"YEAR","WEEK","CASES_NEW","CASES_MAT","CASES_ENC","CASES_WNC","CASES_SAT","CASES_ESC","CASES_WSC","CASES_MTN","CASES_PAC","timeIndex"
2013,3,2810,5797,3864,4918,4530,4017,6963,4096,4171,835
2013,4,2448,4813,3482,4908,2802,3543,6645,4475,5188,836
2013,5,2178,3868,3203,4725,2977,3372,5439,3601,4930,837
2013,6,1872,3511,2883,4193,2505,3044,4433,3296,4559,838
2013,7,1571,3141,2655,3478,2360,3009,3727,2905,4071,839
2013,8,1422,3291,2471,2757,2394,2634,3327,2552,3461,840
2013,9,1282,2830,2463,2398,2322,2747,3183,2170,3131,841
2013,10,1254,2913,2274,2205,2590,2953,3273,1759,3250,842
2013,11,1212,2732,2474,2081,2353,2851,3291,1744,2886,843
2013,12,1138,2520,2160,1682,2029,2408,2717,1311,2572,844
2013,13,1232,2219,1954,1521,2010,1951,2603,1172,2416,845
2013,14,1263,1966,1794,1162,1699,1796,2536,1126,2006,846
2013,15,1312,1643,1493,1113,1412,1428,2204,990,1669,847
2013,16,1075,1601,1373,1096,1091,1097,1991,914,1518,848
2013,17,811,1514,1262,1028,985,952,1950,931,1459,849
2013,18,809,1505,1138,966,889,1145,1829,977,1436,850
2013,19,739,1453,1203,745,895,1201,1984,903,1388,851
2013,20,639,1407,1257,586,866,1209,1953,861,1455,852
2013,21,615,1358,1126,720,917,1158,1743,884,1292,853
2013,22,636,1409,1340,673,848,1123,1704,870,1252,854
2013,23,557,1224,1256,403,764,788,1424,795,1285,855
2013,24,646,1306,1219,412,776,956,1322,743,1336,856
2013,25,546,1225,1147,342,710,876,1604,715,1302,857
2013,26,568,1117,1031,435,668,822,1405,618,1160,858
2013,27,586,1164,1091,617,735,701,1504,585,1147,859
2013,28,518,1069,980,310,556,608,1386,537,1020,860
2013,29,525,968,849,436,567,689,1339,564,1041,861
2013,30,452,925,822,520,624,726,1251,671,1048,862
2013,31,465,933,810,391,594,745,1555,608,969,863
2013,32,531,886,726,695,552,728,1217,705,1025,864
2013,33,452,767,887,678,641,784,1361,641,977,865
2013,34,449,813,773,587,662,1064,1442,578,926,866
2013,35,406,773,844,388,756,1152,1771,869,1217,867
2013,36,345,781,985,608,867,1163,2210,833,1313,868
2013,37,402,841,1078,702,978,1204,2310,626,1389,869
2013,38,473,1181,1183,605,1051,1059,2409,669,1392,870
2013,39,610,1332,1180,355,1098,1334,2589,864,1558,871
2013,40,615,1336,1178,359,1033,1171,2092,866,1276,872
2013,41,643,1270,1268,488,1099,1268,2269,980,1445,873
2013,42,734,1344,1276,407,1145,1521,2437,935,1444,874
2013,43,687,1486,1360,533,1265,1940,2459,975,1490,875
2013,44,722,1571,1421,585,1313,1999,2575,1020,1642,876
2013,45,775,1608,1477,581,1399,2253,2962,1067,1849,877
2013,46,794,1638,1479,517,1447,2383,3282,1051,1843,878
2013,47,709,1750,1544,587,1585,2495,3563,1374,1743,879
2013,48,932,2156,2036,686,2001,2739,4353,1470,2107,880
2013,49,822,2154,1953,733,1957,3639,4872,1587,1962,881
2013,50,1031,2209,2154,850,2049,3586,5679,1740,2357,882
2013,51,1140,2608,2540,1446,2664,4204,7296,2370,2828,883
2013,52,1736,3349,4056,2429,3672,5685,9668,3747,4765,884
2014,1,1744,3482,3919,2225,3589,5266,8532,3505,4756,885
2014,2,1422,2853,3115,1838,3193,4453,7026,3040,4259,886
2014,3,1742,3084,2662,1918,3450,3795,5817,2913,4132,887
2014,4,1877,3035,2668,1874,3461,3749,5183,2735,4486,888
2014,5,1820,2818,2263,1732,2994,2879,4840,2527,3804,889
2014,6,2093,2781,2048,1345,2542,2642,4177,2248,3460,890
2014,7,1681,2480,1938,1144,2512,2308,3567,2029,3108,891
2014,8,1535,2212,1971,1154,2026,1796,3463,1782,3069,892
2014,9,1293,1987,1882,892,1817,1640,3425,1594,2647,893
2014,10,1304,2270,1744,897,1720,1773,3336,1492,2401,894
2014,11,1240,2561,1769,855,1422,1088,2878,1332,2060,895
2014,12,1389,3177,1630,738,1421,1149,2877,1268,2121,896
2014,13,1314,3438,1682,581,1349,1100,2781,1147,1793,897
2014,14,1604,3358,1622,651,1359,1028,2694,1196,1751,898
2014,15,1842,3086,1584,524,1302,891,2751,1200,1597,899
2014,16,1561,2397,1450,469,1075,941,2567,1204,1642,900
2014,17,1404,1898,1466,538,1048,839,2388,1179,1599,901
2014,18,1041,1613,1379,477,1024,816,2050,1142,1425,902
2014,19,1041,1672,1563,512,1005,788,2087,1265,1513,903
2014,20,902,1581,1359,439,940,704,2223,1302,1561,904
2014,21,681,1539,1408,438,1043,935,2204,1261,1840,905
2014,22,657,1528,1250,334,943,866,2207,1194,1659,906
2014,23,730,1512,1203,278,903,802,1956,872,1665,907
2014,24,610,1365,1150,255,817,783,1779,878,1656,908
2014,25,592,1567,1104,282,930,565,1553,668,1625,909
2014,26,647,1451,920,253,808,581,1726,694,1615,910
2014,27,734,1327,814,226,842,629,1550,788,1643,911
2014,28,485,1273,718,247,705,497,1503,625,1388,912
2014,29,516,1233,649,232,678,542,1399,712,1372,913
2014,30,530,1124,645,237,642,556,1206,760,1207,914
2014,31,482,1231,647,257,629,456,1372,612,1192,915
2014,32,481,1110,720,248,606,613,1187,653,960,916
2014,33,552,1096,689,518,638,778,1240,724,969,917
2014,34,509,1059,766,244,643,907,1309,711,1045,918
2014,35,479,1132,712,281,698,875,1477,896,1211,919
2014,36,593,1162,920,699,804,939,1705,780,1438,920
2014,37,566,1285,1324,407,1000,921,1793,1009,1723,921
2014,38,658,1622,1361,473,1048,1014,1891,1031,1203,922
2014,39,699,1599,1181,323,1111,1559,1801,1028,1114,923
2014,40,691,1593,1026,498,1117,1165,1834,976,1676,924
2014,41,761,1586,1052,575,1350,1364,2025,935,1903,925
2014,42,785,1885,1144,604,1341,1187,2361,1015,1704,926
2014,43,635,1923,1207,620,1356,1379,2333,1003,1705,927
2014,44,816,1866,1263,523,1430,1248,2429,982,1749,928
2014,45,852,2067,1442,561,1488,1699,2728,1156,2013,929
2014,46,897,1945,1549,596,1582,1911,2758,1183,1837,930
2014,47,887,2194,1840,740,1953,2489,4172,1237,2216,931
2014,48,1100,2571,2713,1011,2522,3030,5423,1687,2324,932
2014,49,1093,2410,3242,1004,2532,3402,5203,1671,2215,933
2014,50,1175,2729,4509,2220,3326,5389,6703,2138,2393,934
